seed,probe_idx,class,baseline_correct,a_success,a_retrieved,a_pixel_i,a_pixel_j,a_pixel_val,a_l2,a_cosine_delta,b_success,b_retrieved,mean_pairwise_cosine
42,29,Pullover,0,1,66,1,14,0.0,1.0,-0.0,1,66,0.58847
42,30,Dress,0,1,63,12,7,1.0,1.0,-0.000606,1,63,0.58847
42,31,Dress,0,1,66,12,18,0.0,1.0,0.0,1,66,0.58847
42,32,Dress,0,1,9,26,18,0.0,1.0,0.0,1,9,0.58847
42,33,Dress,0,1,66,1,14,0.0,1.0,0.0,1,66,0.58847
42,34,Dress,0,1,9,7,11,0.0,1.0,-0.0,1,9,0.58847
42,35,Dress,0,1,9,7,10,0.0,1.0,-0.0,1,9,0.58847
42,36,Dress,0,1,66,1,7,1.0,1.0,-0.167144,1,66,0.58847
42,37,Dress,0,1,66,20,24,1.0,1.0,-0.069665,1,66,0.58847
42,38,Dress,0,1,66,26,17,0.0,1.0,-0.0,1,66,0.58847
42,39,Dress,0,1,66,10,10,0.0,0.9961,-0.0,1,66,0.58847
42,40,Coat,0,1,66,3,15,0.0,1.0,-0.0,1,66,0.58847
42,41,Coat,0,1,66,1,16,0.0,1.0,-0.0,1,66,0.58847
42,42,Coat,0,1,66,5,14,0.0,1.0,-0.0,1,66,0.58847
42,43,Coat,0,1,66,1,13,0.0,1.0,0.0,1,66,0.58847
42,44,Coat,0,1,66,10,9,0.0,1.0,0.0,1,66,0.58847
42,45,Coat,0,1,66,14,7,0.0,1.0,-0.0,1,66,0.58847
42,46,Coat,0,1,66,4,15,0.0,1.0,-0.0,1,66,0.58847
42,47,Coat,0,1,66,10,5,0.0,1.0,1e-06,1,66,0.58847
42,48,Coat,0,1,66,20,24,1.0,1.0,-0.15524,1,66,0.58847
42,49,Coat,0,1,66,26,19,0.0,1.0,-0.0,1,66,0.58847
42,50,Sandal,0,1,91,20,21,1.0,1.0,-0.000274,1,91,0.58847
42,51,Sandal,0,1,91,23,9,0.0,1.0,0.0,1,91,0.58847
42,52,Sandal,0,1,82,18,8,0.0,1.0,-0.0,1,82,0.58847
42,53,Sandal,0,1,71,17,24,0.0,1.0,-0.0,1,71,0.58847
42,54,Sandal,0,1,82,9,22,0.0,0.9961,-0.0,1,82,0.58847
42,55,Sandal,0,1,66,1,7,1.0,1.0,-0.185071,1,71,0.58847
42,56,Sandal,0,1,66,1,7,1.0,1.0,-0.081919,1,71,0.58847
42,57,Sandal,0,1,87,25,16,1.0,1.0,-0.00058,1,87,0.58847
42,58,Sandal,0,1,71,14,17,0.0,1.0,0.0,1,71,0.58847
42,59,Sandal,0,1,5,4,9,1.0,1.0,-0.119297,1,5,0.58847
42,60,Shirt,0,1,66,1,15,0.0,1.0,-0.0,1,66,0.58847
42,61,Shirt,0,1,66,16,7,0.0,1.0,-0.0,1,66,0.58847
42,62,Shirt,0,1,66,18,8,0.0,1.0,-0.0,1,66,0.58847
42,63,Shirt,1,1,0,11,6,1.0,1.0,-0.077109,0,63,0.58847
42,64,Shirt,0,1,66,1,13,0.0,1.0,0.0,1,66,0.58847
42,65,Shirt,0,1,66,26,10,0.0,1.0,-0.0,1,66,0.58847
42,66,Shirt,1,0,66,1,7,0.0,1.0,1e-06,0,66,0.58847
42,67,Shirt,0,1,66,12,9,0.0,1.0,-1e-06,1,66,0.58847
42,68,Shirt,0,1,66,21,5,0.0,1.0,-0.0,1,66,0.58847
42,69,Shirt,0,1,66,14,21,0.0,1.0,0.0,1,66,0.58847
42,70,Sneaker,0,1,71,13,15,0.0,1.0,-0.0,1,71,0.58847
42,71,Sneaker,1,0,71,11,15,0.0,1.0,0.0,0,71,0.58847
42,72,Sneaker,0,1,66,13,10,0.0,1.0,-0.0,1,66,0.58847
42,73,Sneaker,0,1,71,12,19,0.0,1.0,-0.0,1,71,0.58847
42,74,Sneaker,0,1,71,12,10,0.0,0.9961,-0.0,1,71,0.58847
42,75,Sneaker,0,1,5,4,9,1.0,1.0,-0.193695,1,5,0.58847
42,76,Sneaker,0,1,66,12,19,0.0,1.0,-0.0,1,66,0.58847
42,77,Sneaker,0,1,66,8,17,0.0,1.0,-0.0,1,66,0.58847
42,78,Sneaker,0,1,87,14,22,0.0,0.9961,0.0,1,87,0.58847
42,79,Sneaker,0,1,71,12,20,0.0,1.0,0.0,1,71,0.58847
42,80,Bag,0,1,66,26,20,0.0,1.0,0.0,1,66,0.58847
42,81,Bag,0,1,66,15,18,0.0,1.0,-0.0,1,66,0.58847
42,82,Bag,1,0,82,20,8,0.0,1.0,-0.0,0,82,0.58847
42,83,Bag,0,1,66,18,2,0.0,1.0,0.0,1,66,0.58847
42,84,Bag,0,1,66,2,16,0.0,1.0,-0.0,1,66,0.58847
42,85,Bag,0,1,66,1,7,1.0,1.0,-0.009661,1,66,0.58847
42,86,Bag,1,0,86,15,2,0.0,1.0,0.0,0,86,0.58847
42,87,Bag,1,0,87,23,2,0.0,1.0,-0.0,0,87,0.58847
42,88,Bag,1,1,86,22,26,0.0,0.9961,-0.310902,1,86,0.58847
42,89,Bag,1,0,89,26,25,0.0,1.0,0.0,0,89,0.58847
42,90,Ankle-boot,0,1,66,22,22,0.0,1.0,1.1e-05,1,66,0.58847
42,91,Ankle-boot,1,0,91,7,12,0.0,1.0,0.0,0,91,0.58847
42,92,Ankle-boot,1,0,92,7,23,0.0,1.0,-0.0,0,92,0.58847
42,93,Ankle-boot,0,1,86,15,3,1.0,1.0,-0.004273,1,86,0.58847
42,94,Ankle-boot,1,0,94,17,23,0.0,1.0,-0.0,0,94,0.58847
42,95,Ankle-boot,0,1,66,19,18,0.0,1.0,-0.0,1,66,0.58847
42,96,Ankle-boot,1,0,96,13,14,0.0,1.0,-0.0,0,96,0.58847
42,97,Ankle-boot,0,1,99,9,13,1.0,1.0,-0.067448,1,99,0.58847
42,98,Ankle-boot,1,0,98,9,23,0.0,1.0,0.0,0,98,0.58847
42,99,Ankle-boot,0,1,66,10,16,0.0,1.0,-0.0,1,66,0.58847
43,0,T-shirt,1,0,0,1,3,0.0,1.0,0.0,0,0,0.60682
43,1,T-shirt,0,1,29,1,13,0.0,1.0,1e-06,1,29,0.60682
43,2,T-shirt,0,1,66,4,16,0.0,1.0,0.0,1,66,0.60682
43,3,T-shirt,0,1,29,26,19,0.0,1.0,0.0,1,29,0.60682
43,4,T-shirt,0,1,29,14,5,1.0,1.0,-0.000533,1,29,0.60682
43,5,T-shirt,0,1,29,1,16,0.0,1.0,1e-06,1,29,0.60682
43,6,T-shirt,0,1,29,2,12,0.0,1.0,0.0,1,29,0.60682
43,7,T-shirt,0,1,29,1,12,0.0,1.0,0.0,1,29,0.60682
43,8,T-shirt,0,1,29,1,12,0.0,1.0,1e-06,1,29,0.60682
43,9,T-shirt,0,1,29,26,7,0.0,1.0,0.0,1,29,0.60682
43,10,Trouser,0,1,29,1,10,0.0,1.0,0.0,1,29,0.60682
43,11,Trouser,0,1,29,2,6,1.0,1.0,-0.301872,1,29,0.60682
43,12,Trouser,0,1,29,13,8,1.0,1.0,-0.000956,1,29,0.60682
43,13,Trouser,0,1,29,2,6,1.0,1.0,-0.097197,1,29,0.60682
43,14,Trouser,0,1,29,7,14,0.0,1.0,0.0,1,29,0.60682
43,15,Trouser,0,1,40,1,8,1.0,1.0,-0.000369,1,40,0.60682
43,16,Trouser,0,1,29,23,16,0.0,1.0,0.0,1,29,0.60682
43,17,Trouser,0,1,29,5,11,0.0,0.9961,0.0,1,29,0.60682
43,18,Trouser,0,1,29,1,14,0.0,0.9961,0.0,1,29,0.60682
43,19,Trouser,0,1,29,1,12,0.0,1.0,0.0,1,29,0.60682
43,20,Pullover,0,1,29,14,6,0.0,1.0,-0.0,1,29,0.60682
43,21,Pullover,0,1,29,23,16,0.0,0.9961,0.0,1,29,0.60682
43,22,Pullover,1,0,22,8,22,0.0,1.0,-1e-06,0,22,0.60682
43,23,Pullover,0,1,29,0,16,0.0,1.0,1e-06,1,29,0.60682
43,24,Pullover,0,1,29,1,14,0.0,1.0,1e-06,1,29,0.60682
43,25,Pullover,0,1,29,9,12,0.0,0.9961,1e-06,1,29,0.60682
43,26,Pullover,0,1,29,9,3,1.0,1.0,-0.060369,1,66,0.60682
43,27,Pullover,0,1,29,14,21,0.0,1.0,-0.0,1,29,0.60682
43,28,Pullover,0,1,29,24,22,0.0,1.0,0.0,1,29,0.60682
43,29,Pullover,1,0,29,1,8,0.0,1.0,-1e-06,0,29,0.60682
43,30,Dress,0,1,29,1,14,0.0,1.0,-7e-06,1,29,0.60682
43,31,Dress,0,1,29,26,18,0.0,1.0,0.0,1,29,0.60682
43,32,Dress,0,1,40,1,8,1.0,1.0,-0.009037,1,40,0.60682
43,33,Dress,0,1,29,25,19,0.0,1.0,0.0,1,29,0.60682
43,34,Dress,0,1,29,1,11,0.0,1.0,0.0,1,29,0.60682
43,35,Dress,0,1,29,26,16,0.0,1.0,0.0,1,29,0.60682
43,36,Dress,0,1,29,4,10,0.0,1.0,0.0,1,29,0.60682
43,37,Dress,0,1,29,25,14,0.0,1.0,0.0,1,29,0.60682
43,38,Dress,0,1,29,1,16,0.0,1.0,0.000666,1,29,0.60682
43,39,Dress,0,1,29,1,8,0.0,1.0,0.0,1,29,0.60682
43,40,Coat,1,0,40,1,8,1.0,1.0,-0.000959,0,40,0.60682
43,41,Coat,0,1,29,10,10,0.0,1.0,0.0,1,29,0.60682
43,42,Coat,0,1,66,10,7,0.0,1.0,0.0,1,66,0.60682
43,43,Coat,0,1,29,12,8,0.0,1.0,1e-06,1,29,0.60682
43,44,Coat,0,1,29,25,19,0.0,1.0,0.0,1,29,0.60682
43,45,Coat,0,1,29,1,18,0.0,1.0,0.0,1,29,0.60682
43,46,Coat,0,1,29,13,7,0.0,1.0,0.0,1,29,0.60682
43,47,Coat,0,1,29,3,15,0.0,1.0,0.0,1,29,0.60682
43,48,Coat,0,1,29,2,6,1.0,1.0,-0.063663,1,29,0.60682
43,49,Coat,0,1,66,4,11,0.0,1.0,-0.0,1,66,0.60682
43,50,Sandal,0,1,29,9,23,0.0,0.9961,0.0,1,29,0.60682
43,51,Sandal,0,1,92,18,26,0.0,1.0,0.006788,1,92,0.60682
43,52,Sandal,0,1,62,1,9,1.0,1.0,-0.000174,1,62,0.60682
43,53,Sandal,0,1,86,21,13,1.0,1.0,-0.000236,1,86,0.60682
43,54,Sandal,0,1,86,12,3,1.0,1.0,-0.003283,1,86,0.60682
43,55,Sandal,0,1,64,2,6,1.0,1.0,-0.000338,1,64,0.60682
43,56,Sandal,0,1,29,1,8,1.0,1.0,-0.003653,1,29,0.60682
43,57,Sandal,0,1,29,26,7,1.0,1.0,-0.000765,1,29,0.60682
43,58,Sandal,0,1,86,2,6,1.0,1.0,-0.00042,1,86,0.60682
43,59,Sandal,0,1,86,1,8,1.0,1.0,-0.000326,1,86,0.60682
43,60,Shirt,0,1,29,13,7,0.0,1.0,0.0,1,29,0.60682
43,61,Shirt,0,1,29,0,16,0.0,1.0,0.0,1,29,0.60682
43,62,Shirt,0,1,29,14,21,0.0,1.0,1e-06,1,29,0.60682
43,63,Shirt,0,1,29,2,14,0.0,1.0,0.0,1,29,0.60682
43,64,Shirt,1,0,64,1,15,0.0,1.0,0.0,0,64,0.60682
43,65,Shirt,0,1,29,22,9,0.0,1.0,0.0,1,29,0.60682
43,66,Shirt,1,0,66,1,8,0.0,1.0,0.0,0,66,0.60682
43,67,Shirt,0,1,66,1,14,0.0,1.0,-1e-06,1,66,0.60682
43,68,Shirt,0,1,29,1,11,0.0,1.0,0.0,1,29,0.60682
43,69,Shirt,0,1,66,1,12,0.0,1.0,0.0,1,66,0.60682
43,70,Sneaker,0,1,92,16,26,0.0,1.0,0.027332,1,92,0.60682
43,71,Sneaker,0,1,92,4,15,1.0,1.0,-0.000124,1,92,0.60682
43,72,Sneaker,0,1,29,1,19,1.0,1.0,-0.114369,1,86,0.60682
43,73,Sneaker,0,1,29,17,4,0.0,1.0,2.3e-05,1,29,0.60682
43,74,Sneaker,0,1,86,10,12,0.0,1.0,0.0,1,86,0.60682
43,75,Sneaker,1,0,75,9,14,0.0,1.0,0.0,0,75,0.60682
43,76,Sneaker,0,1,29,1,19,1.0,1.0,-0.151552,1,86,0.60682
43,77,Sneaker,0,1,86,12,3,1.0,1.0,-0.005599,1,92,0.60682
43,78,Sneaker,0,1,29,15,26,0.0,1.0,1e-06,1,29,0.60682
43,79,Sneaker,0,1,29,6,18,0.0,1.0,1e-06,1,29,0.60682
43,80,Bag,1,1,29,1,8,1.0,1.0,-0.168298,0,80,0.60682
43,81,Bag,1,0,81,18,26,0.0,1.0,-0.0,0,81,0.60682
43,82,Bag,0,1,29,0,11,1.0,1.0,-0.00016,1,29,0.60682
43,83,Bag,0,1,29,7,26,0.0,0.9961,1e-06,1,29,0.60682
43,84,Bag,0,1,29,22,16,0.0,0.9961,0.0,1,29,0.60682
43,85,Bag,0,1,29,12,9,0.0,0.9961,1e-06,1,29,0.60682
43,86,Bag,0,1,29,12,3,0.0,1.0,-1e-06,1,29,0.60682
43,87,Bag,0,1,29,14,3,0.0,1.0,0.0,1,29,0.60682
43,88,Bag,0,1,29,14,5,1.0,1.0,-0.023948,1,29,0.60682
43,89,Bag,0,1,29,15,20,0.0,0.9961,0.0,1,29,0.60682
43,90,Ankle-boot,0,1,92,15,23,0.0,1.0,0.0,1,92,0.60682
43,91,Ankle-boot,0,1,29,9,24,0.0,1.0,1e-06,1,29,0.60682
43,92,Ankle-boot,1,0,92,5,18,0.0,1.0,0.0,0,92,0.60682
43,93,Ankle-boot,0,1,29,6,21,0.0,1.0,0.0,1,29,0.60682
43,94,Ankle-boot,0,1,92,20,26,0.0,1.0,-0.0,1,92,0.60682
43,95,Ankle-boot,0,1,92,11,15,0.0,1.0,-0.0,1,92,0.60682
43,96,Ankle-boot,0,1,92,9,19,0.0,1.0,-0.0,1,92,0.60682
43,97,Ankle-boot,0,1,29,19,19,0.0,1.0,1e-06,1,29,0.60682
43,98,Ankle-boot,1,0,98,22,16,0.0,1.0,-0.0,0,98,0.60682
43,99,Ankle-boot,0,1,92,7,23,0.0,1.0,0.0,1,92,0.60682
44,0,T-shirt,0,1,3,2,11,0.0,1.0,1e-06,1,3,0.60188
44,1,T-shirt,0,1,40,26,3,1.0,1.0,-0.017801,1,40,0.60188
44,2,T-shirt,0,1,3,1,9,0.0,1.0,1e-06,1,3,0.60188
44,3,T-shirt,1,0,3,1,10,0.0,1.0,-0.0,0,3,0.60188
44,4,T-shirt,0,1,3,14,5,0.0,1.0,0.0,1,3,0.60188
44,5,T-shirt,0,1,3,10,5,1.0,1.0,-0.014301,0,5,0.60188
44,6,T-shirt,0,1,3,10,5,1.0,1.0,-0.029397,1,5,0.60188
44,7,T-shirt,0,1,3,10,6,0.0,1.0,-0.0,1,3,0.60188
44,8,T-shirt,0,1,3,2,15,0.0,1.0,0.0,1,3,0.60188
44,9,T-shirt,0,1,3,7,18,0.0,1.0,-0.0,1,3,0.60188
44,10,Trouser,0,1,3,7,3,1.0,1.0,-0.135052,1,3,0.60188
44,11,Trouser,1,0,11,1,10,0.0,1.0,-0.0,0,11,0.60188
44,12,Trouser,0,1,11,1,10,0.0,1.0,0.0,1,11,0.60188
44,13,Trouser,0,1,16,1,11,0.0,1.0,-0.0,1,16,0.60188
44,14,Trouser,0,1,3,1,15,0.0,1.0,0.0,1,3,0.60188
44,15,Trouser,0,1,34,1,10,0.0,1.0,-0.0,1,34,0.60188
44,16,Trouser,1,0,16,1,11,0.0,1.0,0.0,0,16,0.60188
44,17,Trouser,0,1,11,0,16,0.0,1.0,0.0,1,11,0.60188
44,18,Trouser,1,0,18,26,13,1.0,1.0,-0.002149,0,18,0.60188
44,19,Trouser,0,1,16,1,18,0.0,1.0,0.0,1,16,0.60188
44,20,Pullover,0,1,24,24,19,0.0,1.0,0.0,1,24,0.60188
44,21,Pullover,1,0,21,1,14,0.0,1.0,-0.0,0,21,0.60188
44,22,Pullover,1,0,22,1,16,0.0,1.0,0.0,0,22,0.60188
44,23,Pullover,0,1,26,1,16,0.0,1.0,0.0,1,26,0.60188
44,24,Pullover,1,0,24,1,13,0.0,1.0,0.0,0,24,0.60188
44,25,Pullover,0,1,43,26,3,1.0,1.0,-0.016503,1,43,0.60188
44,26,Pullover,1,0,26,16,24,0.0,1.0,0.0,0,26,0.60188
44,27,Pullover,0,1,26,15,6,0.0,0.9961,0.0,1,26,0.60188
44,28,Pullover,0,1,26,13,4,1.0,1.0,-0.004436,1,26,0.60188
44,29,Pullover,0,1,26,18,19,0.0,1.0,0.0,1,26,0.60188
44,30,Dress,0,1,24,1,13,0.0,1.0,0.000146,1,24,0.60188
44,31,Dress,0,1,3,1,13,1.0,1.0,-0.001112,1,3,0.60188
44,32,Dress,0,1,3,17,20,0.0,1.0,2e-06,1,3,0.60188
44,33,Dress,0,1,3,18,17,0.0,1.0,1e-06,1,3,0.60188
44,34,Dress,1,0,34,26,11,0.0,1.0,0.0,0,34,0.60188
44,35,Dress,0,1,34,1,15,0.0,1.0,0.0,1,34,0.60188
44,36,Dress,0,1,26,12,11,0.0,0.9961,-0.0,1,26,0.60188
44,37,Dress,0,1,3,8,19,0.0,1.0,1e-06,1,3,0.60188
44,38,Dress,0,1,3,1,13,0.0,1.0,-0.0,1,3,0.60188
44,39,Dress,0,1,34,26,11,0.0,1.0,0.0,1,34,0.60188
44,40,Coat,1,0,40,1,15,0.0,1.0,0.0,0,40,0.60188
44,41,Coat,0,1,26,16,24,1.0,1.0,-0.019116,1,24,0.60188
44,42,Coat,0,1,26,1,16,0.0,1.0,0.0,1,26,0.60188
44,43,Coat,1,0,43,1,8,0.0,1.0,0.0,0,43,0.60188
44,44,Coat,0,1,22,14,8,0.0,1.0,0.0,1,22,0.60188
44,45,Coat,0,1,26,16,24,1.0,1.0,-0.013992,1,24,0.60188
44,46,Coat,0,1,3,11,9,0.0,0.9961,-2.9e-05,1,3,0.60188
44,47,Coat,0,1,26,1,11,0.0,1.0,0.0,1,26,0.60188
44,48,Coat,0,1,3,1,12,0.0,1.0,0.0,1,3,0.60188
44,49,Coat,1,0,49,10,5,1.0,1.0,-0.00177,0,49,0.60188
44,50,Sandal,0,1,26,3,7,1.0,1.0,-0.000151,1,26,0.60188
44,51,Sandal,0,1,85,10,1,1.0,1.0,-0.09685,1,96,0.60188
44,52,Sandal,0,1,84,2,12,1.0,1.0,-0.037903,1,95,0.60188
44,53,Sandal,0,1,89,20,5,1.0,1.0,-0.001233,1,83,0.60188
44,54,Sandal,0,1,96,12,19,0.0,1.0,-0.0,1,96,0.60188
44,55,Sandal,0,1,85,10,1,1.0,1.0,-0.004328,1,89,0.60188
44,56,Sandal,0,1,89,16,10,0.0,1.0,-0.0,1,89,0.60188
44,57,Sandal,0,1,96,17,11,0.0,1.0,0.0,1,96,0.60188
44,58,Sandal,1,0,58,7,13,0.0,1.0,0.0,0,58,0.60188
44,59,Sandal,0,1,85,21,1,1.0,1.0,-0.004228,1,83,0.60188
44,60,Shirt,0,1,26,7,21,0.0,1.0,0.0,1,26,0.60188
44,61,Shirt,0,1,26,11,23,1.0,1.0,-0.000195,1,26,0.60188
44,62,Shirt,0,1,26,11,21,0.0,1.0,0.0,1,26,0.60188
44,63,Shirt,0,1,40,2,14,0.0,1.0,-0.0,1,40,0.60188
44,64,Shirt,0,1,26,16,24,1.0,1.0,-0.018593,1,26,0.60188
44,65,Shirt,0,1,3,10,20,0.0,1.0,-0.0,1,3,0.60188
44,66,Shirt,0,1,69,1,14,0.0,1.0,0.0,1,69,0.60188
44,67,Shirt,0,1,26,24,5,0.0,1.0,0.0,1,26,0.60188
44,68,Shirt,0,1,24,19,6,0.0,0.9961,0.0,1,24,0.60188
44,69,Shirt,1,0,69,15,6,0.0,1.0,0.0,0,69,0.60188
44,70,Sneaker,0,1,83,10,15,0.0,1.0,-0.0,1,83,0.60188
44,71,Sneaker,0,1,83,22,12,1.0,1.0,-0.006396,1,85,0.60188
44,72,Sneaker,1,1,83,21,15,1.0,1.0,-0.237099,0,72,0.60188
44,73,Sneaker,0,1,85,10,1,1.0,1.0,-0.00351,1,89,0.60188
44,74,Sneaker,0,1,83,22,12,1.0,1.0,-0.001223,1,83,0.60188
44,75,Sneaker,0,1,85,10,1,1.0,1.0,-0.008561,1,89,0.60188
44,76,Sneaker,0,1,83,22,12,1.0,1.0,-0.007993,1,89,0.60188
44,77,Sneaker,0,1,85,10,1,1.0,1.0,-0.004655,1,89,0.60188
44,78,Sneaker,0,1,83,22,12,1.0,1.0,-0.006459,1,89,0.60188
44,79,Sneaker,0,1,83,22,12,1.0,1.0,-0.003933,1,89,0.60188
44,80,Bag,0,1,85,20,7,0.0,1.0,-0.0,1,85,0.60188
44,81,Bag,0,1,40,5,11,0.0,1.0,1e-06,1,40,0.60188
44,82,Bag,0,1,89,9,16,0.0,1.0,4.5e-05,1,89,0.60188
44,83,Bag,1,0,83,7,26,0.0,1.0,-0.0,0,83,0.60188
44,84,Bag,1,0,84,2,12,0.0,1.0,-0.0,0,84,0.60188
44,85,Bag,1,0,85,10,1,0.0,1.0,0.0,0,85,0.60188
44,86,Bag,0,1,84,16,2,0.0,1.0,-0.0,1,84,0.60188
44,87,Bag,0,1,40,12,13,0.0,1.0,-0.0,1,40,0.60188
44,88,Bag,0,1,26,13,15,0.0,0.9961,0.0,1,26,0.60188
44,89,Bag,1,0,89,7,2,0.0,1.0,-1e-06,0,89,0.60188
44,90,Ankle-boot,1,0,90,22,24,0.0,1.0,0.0,0,90,0.60188
44,91,Ankle-boot,0,1,84,23,6,0.0,1.0,0.0,1,84,0.60188
44,92,Ankle-boot,0,1,84,22,18,0.0,0.9961,0.0,1,84,0.60188
44,93,Ankle-boot,0,1,96,10,16,0.0,1.0,0.0,1,96,0.60188
44,94,Ankle-boot,0,1,96,21,17,0.0,1.0,1e-06,1,96,0.60188
44,95,Ankle-boot,1,0,95,13,26,0.0,1.0,-0.0,0,95,0.60188
44,96,Ankle-boot,1,0,96,7,15,0.0,1.0,-0.0,0,96,0.60188
44,97,Ankle-boot,0,1,84,5,26,0.0,0.9961,-0.0,1,84,0.60188
44,98,Ankle-boot,0,1,96,19,26,0.0,1.0,7.2e-05,1,96,0.60188
44,99,Ankle-boot,0,1,96,16,26,0.0,1.0,-0.0,1,96,0.60188
45,0,T-shirt,0,1,67,5,14,0.0,1.0,0.0,1,67,0.59337
45,1,T-shirt,0,1,9,2,18,0.0,1.0,0.0,1,9,0.59337
45,2,T-shirt,1,0,2,13,8,0.0,1.0,0.0,0,2,0.59337
45,3,T-shirt,0,1,9,1,14,0.0,1.0,1e-06,1,9,0.59337
45,4,T-shirt,0,1,9,9,21,0.0,1.0,0.0,1,9,0.59337
45,5,T-shirt,0,1,9,1,18,0.0,1.0,1e-06,1,9,0.59337
45,6,T-shirt,0,1,68,12,23,1.0,1.0,-0.000521,1,68,0.59337
45,7,T-shirt,0,1,9,10,7,0.0,1.0,0.0,1,9,0.59337
45,8,T-shirt,0,1,9,1,12,0.0,1.0,1e-06,1,9,0.59337
45,9,T-shirt,1,0,9,1,16,0.0,1.0,0.0,0,9,0.59337
45,10,Trouser,0,1,67,11,15,0.0,1.0,-0.0,1,67,0.59337
45,11,Trouser,0,1,67,15,15,0.0,1.0,-0.0,1,67,0.59337
45,12,Trouser,0,1,62,15,7,1.0,0.9686,-0.000635,1,62,0.59337
45,13,Trouser,0,1,67,1,13,0.0,1.0,0.0,1,67,0.59337
45,14,Trouser,0,1,67,1,13,0.0,1.0,0.0,1,67,0.59337
45,15,Trouser,0,1,67,0,11,0.0,1.0,0.0,1,67,0.59337
45,16,Trouser,0,1,67,26,15,0.0,1.0,0.0,1,67,0.59337
45,17,Trouser,0,1,67,8,14,0.0,1.0,-0.0,1,67,0.59337
45,18,Trouser,0,1,67,13,15,0.0,1.0,0.0,1,67,0.59337
45,19,Trouser,0,1,67,1,9,0.0,1.0,0.0,1,67,0.59337
45,20,Pullover,0,1,68,5,11,0.0,1.0,1e-06,1,68,0.59337
45,21,Pullover,0,1,62,17,6,0.0,1.0,-0.0,1,62,0.59337
45,22,Pullover,0,1,68,11,18,0.0,1.0,-0.0,1,68,0.59337
45,23,Pullover,0,1,68,24,20,0.0,1.0,-0.0,1,68,0.59337
45,24,Pullover,1,0,24,1,12,0.0,1.0,0.0,0,24,0.59337
45,25,Pullover,0,1,68,10,23,1.0,0.9412,-0.001116,1,68,0.59337
45,26,Pullover,1,0,26,9,20,0.0,1.0,0.0,0,26,0.59337
45,27,Pullover,0,1,68,3,14,0.0,0.9961,0.0,1,68,0.59337
45,28,Pullover,0,1,68,15,6,0.0,1.0,-0.0,1,68,0.59337
45,29,Pullover,0,1,68,10,23,1.0,1.0,-0.01669,1,68,0.59337
45,30,Dress,0,1,67,1,11,0.0,1.0,0.0,1,67,0.59337
45,31,Dress,0,1,67,2,10,0.0,1.0,0.0,1,67,0.59337
45,32,Dress,0,1,62,1,13,0.0,1.0,-1e-06,1,62,0.59337
45,33,Dress,0,1,9,8,5,1.0,1.0,-0.034272,1,67,0.59337
45,34,Dress,0,1,67,1,13,0.0,1.0,-0.0,1,67,0.59337
