seed,probe_idx,class,baseline_correct,a_success,a_retrieved,a_pixel_i,a_pixel_j,a_pixel_val,a_l2,a_cosine_delta,b_success,b_retrieved,mean_pairwise_cosine
42,41,4,1,0,41,10,10,0.0,1.0,-0.0,0,41,0.41783
42,42,4,1,0,42,9,20,0.0,1.0,0.0,0,42,0.41783
42,43,4,1,0,43,15,14,0.0,1.0,0.0,0,43,0.41783
42,44,4,1,0,44,6,20,0.0,1.0,-0.0,0,44,0.41783
42,45,4,1,1,95,7,13,1.0,1.0,-0.359307,0,45,0.41783
42,46,4,0,1,43,15,9,0.0,1.0,0.0,1,43,0.41783
42,47,4,1,0,47,4,20,0.0,0.9961,0.0,0,47,0.41783
42,48,4,0,1,95,12,10,0.0,1.0,-0.0,1,95,0.41783
42,49,4,1,0,49,20,16,0.0,1.0,0.0,0,49,0.41783
42,50,5,1,0,50,5,14,0.0,1.0,0.0,0,50,0.41783
42,51,5,1,0,51,7,18,0.0,1.0,0.0,0,51,0.41783
42,52,5,1,0,52,5,22,0.0,1.0,0.0,0,52,0.41783
42,53,5,1,0,53,15,15,0.0,1.0,-0.0,0,53,0.41783
42,54,5,1,0,54,23,14,0.0,1.0,-0.0,0,54,0.41783
42,55,5,1,0,55,5,21,0.0,1.0,-0.0,0,55,0.41783
42,56,5,1,0,56,5,14,0.0,1.0,0.0,0,56,0.41783
42,57,5,0,1,56,24,14,0.0,1.0,-0.0,1,56,0.41783
42,58,5,0,1,55,23,12,0.0,1.0,0.0,1,55,0.41783
42,59,5,1,0,59,9,21,0.0,1.0,0.0,0,59,0.41783
42,60,6,1,0,60,20,13,0.0,1.0,-0.0,0,60,0.41783
42,61,6,1,0,61,2,14,0.0,1.0,-0.0,0,61,0.41783
42,62,6,1,0,62,11,10,0.0,1.0,0.0,0,62,0.41783
42,63,6,1,0,63,17,20,0.0,1.0,-0.0,0,63,0.41783
42,64,6,1,0,64,12,9,0.0,1.0,0.0,0,64,0.41783
42,65,6,0,1,63,3,18,0.0,1.0,-0.0,1,63,0.41783
42,66,6,1,0,66,13,16,0.0,1.0,-0.0,0,66,0.41783
42,67,6,1,0,67,13,21,0.0,1.0,0.0,0,67,0.41783
42,68,6,1,0,68,19,15,0.0,1.0,0.0,0,68,0.41783
42,69,6,1,0,69,16,19,0.0,1.0,0.0,0,69,0.41783
42,70,7,1,0,70,6,15,0.0,1.0,0.0,0,70,0.41783
42,71,7,1,1,95,9,12,1.0,1.0,-0.327125,0,71,0.41783
42,72,7,1,0,72,11,15,0.0,1.0,0.0,0,72,0.41783
42,73,7,1,0,73,23,17,0.0,1.0,-0.0,0,73,0.41783
42,74,7,1,0,74,11,17,0.0,1.0,-0.0,0,74,0.41783
42,75,7,1,0,75,24,14,0.0,1.0,0.0,0,75,0.41783
42,76,7,1,0,76,6,17,0.0,1.0,0.0,0,76,0.41783
42,77,7,1,0,77,7,7,0.0,1.0,0.0,0,77,0.41783
42,78,7,1,1,95,6,17,1.0,1.0,-0.285071,0,78,0.41783
42,79,7,1,0,79,7,14,0.0,0.9961,0.0,0,79,0.41783
42,80,8,1,0,80,7,12,0.0,1.0,0.0,0,80,0.41783
42,81,8,1,0,81,8,20,0.0,1.0,0.0,0,81,0.41783
42,82,8,1,0,82,5,14,0.0,1.0,-0.0,0,82,0.41783
42,83,8,1,0,83,4,12,0.0,1.0,-0.0,0,83,0.41783
42,84,8,1,0,84,14,14,0.0,1.0,0.0,0,84,0.41783
42,85,8,1,0,85,5,14,0.0,0.9961,0.0,0,85,0.41783
42,86,8,1,0,86,14,14,0.0,1.0,0.0,0,86,0.41783
42,87,8,1,0,87,20,11,0.0,1.0,0.0,0,87,0.41783
42,88,8,1,0,88,6,16,0.0,1.0,0.0,0,88,0.41783
42,89,8,1,0,89,19,5,0.0,1.0,-0.0,0,89,0.41783
42,90,9,1,0,90,15,10,0.0,1.0,0.0,0,90,0.41783
42,91,9,1,0,91,7,14,0.0,0.9961,0.0,0,91,0.41783
42,92,9,1,0,92,7,11,0.0,1.0,-0.0,0,92,0.41783
42,93,9,1,0,93,6,14,0.0,1.0,0.0,0,93,0.41783
42,94,9,1,0,94,7,13,0.0,1.0,0.0,0,94,0.41783
42,95,9,1,0,95,6,17,0.0,1.0,-0.0,0,95,0.41783
42,96,9,1,0,96,15,17,0.0,1.0,0.0,0,96,0.41783
42,97,9,1,0,97,11,9,0.0,1.0,0.0,0,97,0.41783
42,98,9,1,0,98,9,19,0.0,1.0,-0.0,0,98,0.41783
42,99,9,1,0,99,8,8,0.0,1.0,0.0,0,99,0.41783
43,0,0,1,0,0,5,14,0.0,1.0,-0.0,0,0,0.38813
43,1,0,1,0,1,15,20,0.0,1.0,-0.0,0,1,0.38813
43,2,0,1,0,2,17,19,0.0,1.0,0.0,0,2,0.38813
43,3,0,1,0,3,16,4,0.0,1.0,-0.0,0,3,0.38813
43,4,0,1,0,4,19,21,0.0,1.0,0.0,0,4,0.38813
43,5,0,1,0,5,9,19,0.0,1.0,0.0,0,5,0.38813
43,6,0,1,0,6,4,11,0.0,1.0,-0.0,0,6,0.38813
43,7,0,1,0,7,14,21,0.0,1.0,0.0,0,7,0.38813
43,8,0,1,0,8,14,19,0.0,1.0,-0.0,0,8,0.38813
43,9,0,1,0,9,4,18,0.0,1.0,0.0,0,9,0.38813
43,10,1,1,0,10,14,15,0.0,1.0,-0.0,0,10,0.38813
43,11,1,1,0,11,14,14,0.0,1.0,0.0,0,11,0.38813
43,12,1,1,0,12,6,18,0.0,1.0,0.0,0,12,0.38813
43,13,1,0,1,16,11,16,1.0,1.0,-0.003314,1,16,0.38813
43,14,1,1,0,14,9,14,0.0,1.0,-0.0,0,14,0.38813
43,15,1,1,0,15,4,16,0.0,1.0,-0.0,0,15,0.38813
43,16,1,1,0,16,4,14,0.0,0.9961,0.0,0,16,0.38813
43,17,1,1,0,17,4,14,0.0,1.0,-0.0,0,17,0.38813
43,18,1,0,1,15,9,15,0.0,1.0,-0.0,1,15,0.38813
43,19,1,1,1,85,6,17,1.0,1.0,-0.193816,0,19,0.38813
43,20,2,1,0,20,15,21,0.0,1.0,0.0,0,20,0.38813
43,21,2,1,0,21,14,17,0.0,1.0,0.0,0,21,0.38813
43,22,2,1,0,22,16,15,0.0,1.0,-0.0,0,22,0.38813
43,23,2,1,0,23,8,20,0.0,0.9961,0.0,0,23,0.38813
43,24,2,1,0,24,13,16,0.0,1.0,-0.0,0,24,0.38813
43,25,2,1,0,25,6,14,0.0,1.0,-0.0,0,25,0.38813
43,26,2,1,0,26,4,9,0.0,1.0,-0.0,0,26,0.38813
43,27,2,1,0,27,19,6,0.0,1.0,0.0,0,27,0.38813
43,28,2,1,0,28,18,15,0.0,1.0,0.0,0,28,0.38813
43,29,2,1,0,29,10,11,0.0,1.0,0.0,0,29,0.38813
43,30,3,1,0,30,4,14,0.0,1.0,0.0,0,30,0.38813
43,31,3,1,0,31,5,11,0.0,1.0,0.0,0,31,0.38813
43,32,3,1,0,32,5,10,0.0,1.0,0.0,0,32,0.38813
43,33,3,1,0,33,12,15,0.0,1.0,-0.0,0,33,0.38813
43,34,3,1,0,34,5,13,0.0,1.0,0.0,0,34,0.38813
43,35,3,1,0,35,9,19,0.0,1.0,-0.0,0,35,0.38813
43,36,3,1,0,36,4,13,0.0,1.0,-0.0,0,36,0.38813
43,37,3,1,0,37,14,15,0.0,1.0,0.0,0,37,0.38813
43,38,3,1,0,38,4,15,0.0,1.0,0.0,0,38,0.38813
43,39,3,1,0,39,8,12,0.0,1.0,-0.0,0,39,0.38813
43,40,4,1,0,40,16,14,0.0,1.0,0.0,0,40,0.38813
43,41,4,1,0,41,5,16,0.0,1.0,0.0,0,41,0.38813
43,42,4,1,0,42,14,14,0.0,1.0,0.0,0,42,0.38813
43,43,4,1,0,43,15,17,0.0,1.0,0.0,0,43,0.38813
43,44,4,1,0,44,5,6,0.0,0.9961,0.0,0,44,0.38813
43,45,4,1,0,45,9,21,0.0,1.0,0.0,0,45,0.38813
43,46,4,1,0,46,14,16,0.0,1.0,0.0,0,46,0.38813
43,47,4,1,0,47,14,5,0.0,1.0,-0.0,0,47,0.38813
43,48,4,1,0,48,15,4,0.0,1.0,0.0,0,48,0.38813
43,49,4,1,0,49,5,23,0.0,1.0,-0.0,0,49,0.38813
43,50,5,1,0,50,15,19,0.0,1.0,0.0,0,50,0.38813
43,51,5,1,0,51,22,20,0.0,1.0,-0.0,0,51,0.38813
43,52,5,1,0,52,23,13,0.0,1.0,0.0,0,52,0.38813
43,53,5,1,0,53,5,11,0.0,1.0,-0.0,0,53,0.38813
43,54,5,1,0,54,15,12,0.0,1.0,-0.0,0,54,0.38813
43,55,5,1,0,55,9,14,0.0,1.0,0.0,0,55,0.38813
43,56,5,1,0,56,22,11,0.0,1.0,0.0,0,56,0.38813
43,57,5,1,0,57,20,11,0.0,1.0,0.0,0,57,0.38813
43,58,5,1,0,58,15,17,0.0,1.0,-0.0,0,58,0.38813
43,59,5,1,0,59,12,12,0.0,1.0,0.0,0,59,0.38813
43,60,6,0,1,69,6,14,1.0,1.0,-0.056664,1,69,0.38813
43,61,6,1,0,61,3,17,0.0,1.0,-0.0,0,61,0.38813
43,62,6,1,0,62,3,17,0.0,1.0,-0.0,0,62,0.38813
43,63,6,1,0,63,3,8,0.0,1.0,0.0,0,63,0.38813
43,64,6,1,0,64,4,16,0.0,0.9961,-0.0,0,64,0.38813
43,65,6,1,0,65,13,23,0.0,1.0,0.0,0,65,0.38813
43,66,6,1,0,66,14,17,0.0,1.0,0.0,0,66,0.38813
43,67,6,1,0,67,6,10,0.0,1.0,0.0,0,67,0.38813
43,68,6,0,1,69,18,13,0.0,1.0,0.0,1,69,0.38813
43,69,6,1,0,69,2,15,0.0,1.0,0.0,0,69,0.38813
43,70,7,1,0,70,8,5,0.0,0.9961,0.0,0,70,0.38813
43,71,7,1,0,71,17,16,0.0,1.0,-0.0,0,71,0.38813
43,72,7,0,1,47,11,17,0.0,1.0,-1.3e-05,1,47,0.38813
43,73,7,1,0,73,11,19,0.0,1.0,0.0,0,73,0.38813
43,74,7,1,0,74,6,13,0.0,1.0,0.0,0,74,0.38813
43,75,7,0,1,78,22,13,0.0,1.0,0.0,1,78,0.38813
43,76,7,1,0,76,5,16,0.0,1.0,-0.0,0,76,0.38813
43,77,7,1,0,77,7,11,0.0,1.0,-0.0,0,77,0.38813
43,78,7,1,0,78,24,13,0.0,1.0,0.0,0,78,0.38813
43,79,7,1,1,73,16,19,1.0,1.0,-0.280874,0,79,0.38813
43,80,8,1,0,80,9,14,0.0,0.9961,-0.0,0,80,0.38813
43,81,8,1,0,81,18,11,0.0,1.0,-0.0,0,81,0.38813
43,82,8,1,0,82,22,12,0.0,1.0,-0.0,0,82,0.38813
43,83,8,1,0,83,4,20,0.0,1.0,0.0,0,83,0.38813
43,84,8,1,0,84,5,10,0.0,1.0,0.0,0,84,0.38813
43,85,8,1,0,85,5,16,0.0,1.0,0.0,0,85,0.38813
43,86,8,1,0,86,14,14,0.0,1.0,0.0,0,86,0.38813
43,87,8,1,0,87,14,14,0.0,1.0,0.0,0,87,0.38813
43,88,8,1,0,88,5,18,0.0,1.0,0.0,0,88,0.38813
43,89,8,1,0,89,5,17,0.0,1.0,-0.0,0,89,0.38813
43,90,9,1,0,90,6,16,0.0,0.9961,0.0,0,90,0.38813
43,91,9,1,0,91,8,14,0.0,1.0,0.0,0,91,0.38813
43,92,9,1,0,92,7,14,0.0,1.0,-0.0,0,92,0.38813
43,93,9,1,0,93,7,12,0.0,1.0,0.0,0,93,0.38813
43,94,9,1,0,94,23,14,0.0,1.0,0.0,0,94,0.38813
43,95,9,1,0,95,24,19,0.0,1.0,-0.0,0,95,0.38813
43,96,9,1,0,96,7,13,0.0,1.0,0.0,0,96,0.38813
43,97,9,1,0,97,6,16,0.0,1.0,-0.0,0,97,0.38813
43,98,9,1,0,98,7,14,0.0,0.9961,-0.0,0,98,0.38813
43,99,9,1,0,99,6,15,0.0,1.0,-0.0,0,99,0.38813
44,0,0,1,0,0,3,14,0.0,1.0,-0.0,0,0,0.38081
44,1,0,1,0,1,21,15,0.0,1.0,0.0,0,1,0.38081
44,2,0,1,0,2,4,19,0.0,1.0,0.0,0,2,0.38081
44,3,0,0,1,2,16,5,0.0,1.0,-0.0,1,2,0.38081
44,4,0,1,0,4,4,15,0.0,1.0,0.0,0,4,0.38081
44,5,0,1,0,5,6,13,0.0,1.0,-0.0,0,5,0.38081
44,6,0,1,0,6,8,17,0.0,1.0,0.0,0,6,0.38081
44,7,0,1,0,7,12,13,0.0,1.0,0.0,0,7,0.38081
44,8,0,1,0,8,17,5,0.0,1.0,0.0,0,8,0.38081
44,9,0,1,0,9,4,9,0.0,1.0,0.0,0,9,0.38081
44,10,1,1,0,10,15,13,0.0,1.0,0.0,0,10,0.38081
44,11,1,1,1,28,5,10,1.0,1.0,-0.27525,0,11,0.38081
44,12,1,0,1,14,15,10,1.0,1.0,-0.021583,1,14,0.38081
44,13,1,1,0,13,21,15,0.0,1.0,0.0,0,13,0.38081
44,14,1,0,1,15,5,20,0.0,1.0,-6e-06,1,15,0.38081
44,15,1,1,0,15,15,14,0.0,1.0,-0.0,0,15,0.38081
44,16,1,1,0,16,4,15,0.0,1.0,-0.0,0,16,0.38081
44,17,1,0,1,15,13,15,0.0,1.0,0.0,1,15,0.38081
44,18,1,0,1,10,18,14,0.0,1.0,2e-06,1,10,0.38081
44,19,1,1,0,19,4,18,0.0,0.9961,-1e-06,0,19,0.38081
44,20,2,1,0,20,20,21,0.0,1.0,0.0,0,20,0.38081
44,21,2,0,1,22,3,17,0.0,0.9961,0.0,1,22,0.38081
44,22,2,1,0,22,3,19,0.0,1.0,-0.0,0,22,0.38081
44,23,2,1,0,23,4,16,0.0,0.9961,0.0,0,23,0.38081
44,24,2,1,0,24,19,8,0.0,1.0,-0.0,0,24,0.38081
44,25,2,1,0,25,4,14,0.0,0.9961,-0.0,0,25,0.38081
44,26,2,1,0,26,10,14,0.0,1.0,-0.0,0,26,0.38081
44,27,2,1,0,27,4,14,0.0,1.0,0.0,0,27,0.38081
44,28,2,1,0,28,5,10,0.0,1.0,0.0,0,28,0.38081
44,29,2,1,0,29,15,5,0.0,1.0,-0.0,0,29,0.38081
44,30,3,1,0,30,23,9,0.0,1.0,0.0,0,30,0.38081
44,31,3,1,0,31,4,14,0.0,1.0,0.0,0,31,0.38081
44,32,3,1,0,32,6,15,0.0,1.0,0.0,0,32,0.38081
44,33,3,1,0,33,4,14,0.0,1.0,0.0,0,33,0.38081
44,34,3,1,0,34,5,9,0.0,0.9961,-0.0,0,34,0.38081
44,35,3,0,1,36,7,7,0.0,1.0,0.0,1,36,0.38081
44,36,3,1,0,36,5,10,0.0,1.0,0.0,0,36,0.38081
44,37,3,1,0,37,5,14,0.0,1.0,-0.0,0,37,0.38081
44,38,3,1,0,38,5,14,0.0,1.0,0.0,0,38,0.38081
44,39,3,1,0,39,14,21,0.0,1.0,0.0,0,39,0.38081
44,40,4,1,0,40,10,10,0.0,1.0,0.0,0,40,0.38081
44,41,4,1,0,41,17,5,0.0,1.0,-0.0,0,41,0.38081
44,42,4,0,1,49,9,16,0.0,1.0,-0.0,1,49,0.38081
44,43,4,1,0,43,9,18,0.0,1.0,0.0,0,43,0.38081
44,44,4,1,0,44,5,21,0.0,1.0,0.0,0,44,0.38081
44,45,4,1,0,45,7,21,0.0,1.0,-0.0,0,45,0.38081
44,46,4,1,0,46,5,20,0.0,0.9961,0.0,0,46,0.38081
44,47,4,1,0,47,13,9,0.0,1.0,0.0,0,47,0.38081
44,48,4,1,0,48,10,17,0.0,1.0,0.0,0,48,0.38081
44,49,4,1,0,49,5,19,0.0,1.0,0.0,0,49,0.38081
44,50,5,1,0,50,5,16,0.0,1.0,0.0,0,50,0.38081
44,51,5,1,0,51,10,11,0.0,1.0,-0.0,0,51,0.38081
44,52,5,1,0,52,14,15,0.0,1.0,0.0,0,52,0.38081
44,53,5,1,0,53,13,11,0.0,1.0,-0.0,0,53,0.38081
44,54,5,1,0,54,20,5,0.0,1.0,0.0,0,54,0.38081
44,55,5,1,0,55,9,23,0.0,0.9961,-0.0,0,55,0.38081
44,56,5,1,0,56,8,24,0.0,1.0,0.0,0,56,0.38081
44,57,5,1,0,57,10,11,0.0,1.0,0.0,0,57,0.38081
44,58,5,1,1,57,10,10,1.0,1.0,-0.247274,0,58,0.38081
44,59,5,1,0,59,10,11,0.0,1.0,0.0,0,59,0.38081
44,60,6,1,0,60,18,15,0.0,1.0,-0.0,0,60,0.38081
44,61,6,1,0,61,3,17,0.0,1.0,-0.0,0,61,0.38081
44,62,6,1,0,62,19,15,0.0,1.0,0.0,0,62,0.38081
44,63,6,1,0,63,18,14,0.0,1.0,0.0,0,63,0.38081
44,64,6,1,0,64,7,11,0.0,1.0,-0.0,0,64,0.38081
44,65,6,1,0,65,3,16,0.0,1.0,-0.0,0,65,0.38081
44,66,6,1,0,66,2,17,0.0,1.0,0.0,0,66,0.38081
44,67,6,1,0,67,5,16,0.0,0.9961,0.0,0,67,0.38081
44,68,6,1,0,68,15,15,0.0,1.0,0.0,0,68,0.38081
44,69,6,1,0,69,12,18,0.0,1.0,0.0,0,69,0.38081
44,70,7,1,0,70,7,17,0.0,1.0,-0.0,0,70,0.38081
44,71,7,1,1,70,17,13,0.0,0.9961,-0.161472,0,71,0.38081
44,72,7,1,0,72,8,9,0.0,1.0,0.0,0,72,0.38081
44,73,7,1,0,73,7,19,0.0,1.0,0.0,0,73,0.38081
44,74,7,1,0,74,12,10,0.0,1.0,0.0,0,74,0.38081
44,75,7,1,0,75,6,7,0.0,1.0,-0.0,0,75,0.38081
44,76,7,1,0,76,17,17,0.0,1.0,0.0,0,76,0.38081
44,77,7,1,0,77,13,18,0.0,1.0,0.0,0,77,0.38081
44,78,7,1,0,78,24,11,0.0,1.0,0.0,0,78,0.38081
44,79,7,1,0,79,7,9,0.0,1.0,0.0,0,79,0.38081
44,80,8,1,0,80,11,20,0.0,1.0,0.0,0,80,0.38081
44,81,8,1,0,81,5,17,0.0,1.0,0.0,0,81,0.38081
44,82,8,1,0,82,12,18,0.0,1.0,0.0,0,82,0.38081
44,83,8,0,1,84,12,14,0.0,1.0,0.0,1,84,0.38081
44,84,8,1,0,84,5,14,0.0,1.0,-0.0,0,84,0.38081
44,85,8,1,0,85,14,15,0.0,1.0,0.0,0,85,0.38081
44,86,8,1,0,86,4,15,0.0,1.0,-0.0,0,86,0.38081
44,87,8,1,0,87,4,16,0.0,1.0,0.0,0,87,0.38081
44,88,8,1,0,88,5,13,0.0,1.0,0.0,0,88,0.38081
44,89,8,1,0,89,5,14,0.0,1.0,-0.0,0,89,0.38081
44,90,9,1,0,90,16,14,0.0,1.0,0.0,0,90,0.38081
44,91,9,1,0,91,11,7,0.0,1.0,0.0,0,91,0.38081
44,92,9,1,0,92,11,11,0.0,1.0,-0.0,0,92,0.38081
44,93,9,1,0,93,11,19,0.0,1.0,0.0,0,93,0.38081
44,94,9,1,0,94,17,14,0.0,1.0,0.0,0,94,0.38081
44,95,9,1,0,95,16,13,0.0,1.0,0.0,0,95,0.38081
44,96,9,1,0,96,16,15,0.0,1.0,-0.0,0,96,0.38081
44,97,9,1,0,97,7,15,0.0,0.9961,0.0,0,97,0.38081
44,98,9,1,0,98,6,20,0.0,0.9961,0.0,0,98,0.38081
44,99,9,1,0,99,5,13,0.0,1.0,-0.0,0,99,0.38081
45,0,0,1,0,0,9,10,0.0,1.0,0.0,0,0,0.39815
45,1,0,1,0,1,21,20,0.0,1.0,-0.0,0,1,0.39815
45,2,0,1,0,2,19,16,0.0,1.0,0.0,0,2,0.39815
45,3,0,1,0,3,15,4,0.0,0.9961,-0.0,0,3,0.39815
45,4,0,1,0,4,5,14,0.0,1.0,0.0,0,4,0.39815
45,5,0,1,0,5,21,5,0.0,1.0,0.0,0,5,0.39815
45,6,0,1,0,6,4,12,0.0,1.0,0.0,0,6,0.39815
45,7,0,1,0,7,17,5,0.0,1.0,0.0,0,7,0.39815
45,8,0,1,0,8,4,19,0.0,1.0,-0.0,0,8,0.39815
45,9,0,1,0,9,4,14,0.0,1.0,-0.0,0,9,0.39815
45,10,1,1,1,86,4,20,1.0,1.0,-0.303312,0,10,0.39815
45,11,1,1,0,11,4,21,0.0,1.0,0.0,0,11,0.39815
45,12,1,1,0,12,3,19,0.0,1.0,-0.0,0,12,0.39815
45,13,1,0,1,86,19,13,0.0,1.0,0.0,1,86,0.39815
45,14,1,0,1,86,9,15,0.0,1.0,0.0,1,86,0.39815
45,15,1,0,1,86,15,13,0.0,1.0,-0.0,1,86,0.39815
45,16,1,0,1,86,14,14,0.0,1.0,0.0,1,86,0.39815
45,17,1,0,1,86,20,12,0.0,1.0,2e-06,1,86,0.39815
45,18,1,0,1,86,5,15,0.0,1.0,0.0,1,86,0.39815
45,19,1,0,1,86,14,15,0.0,1.0,-0.0,1,86,0.39815
45,20,2,1,0,20,8,16,0.0,1.0,0.0,0,20,0.39815
45,21,2,1,0,21,13,17,0.0,1.0,0.0,0,21,0.39815
45,22,2,1,0,22,14,17,0.0,1.0,-0.0,0,22,0.39815
45,23,2,1,0,23,18,11,0.0,1.0,0.0,0,23,0.39815
45,24,2,1,0,24,3,8,0.0,1.0,0.0,0,24,0.39815
45,25,2,1,0,25,3,11,0.0,1.0,-0.0,0,25,0.39815
45,26,2,1,0,26,4,17,0.0,1.0,0.0,0,26,0.39815
45,27,2,1,0,27,4,12,0.0,1.0,0.0,0,27,0.39815
45,28,2,1,0,28,5,16,0.0,1.0,-0.0,0,28,0.39815
45,29,2,1,0,29,8,20,0.0,1.0,-0.0,0,29,0.39815
45,30,3,1,0,30,5,17,0.0,1.0,-0.0,0,30,0.39815
45,31,3,1,0,31,4,14,0.0,1.0,0.0,0,31,0.39815
45,32,3,1,1,86,4,20,1.0,1.0,-0.467048,0,32,0.39815
45,33,3,1,0,33,21,14,0.0,1.0,0.0,0,33,0.39815
45,34,3,1,0,34,12,14,0.0,1.0,0.0,0,34,0.39815
45,35,3,1,1,50,6,15,1.0,1.0,-0.206886,0,35,0.39815
45,36,3,1,0,36,5,11,0.0,1.0,-0.0,0,36,0.39815
45,37,3,1,0,37,6,16,0.0,0.9961,0.0,0,37,0.39815
45,38,3,1,0,38,7,19,0.0,1.0,0.0,0,38,0.39815
45,39,3,1,0,39,4,15,0.0,1.0,0.0,0,39,0.39815
45,40,4,1,0,40,20,13,0.0,1.0,0.0,0,40,0.39815
45,41,4,1,0,41,14,16,0.0,1.0,0.0,0,41,0.39815
45,42,4,1,0,42,24,15,0.0,1.0,0.0,0,42,0.39815
45,43,4,1,0,43,5,16,0.0,0.9961,0.0,0,43,0.39815
45,44,4,0,1,47,22,14,0.0,1.0,0.0,1,47,0.39815
45,45,4,1,0,45,20,16,0.0,1.0,-0.0,0,45,0.39815
45,46,4,0,1,86,15,15,0.0,1.0,0.0,1,86,0.39815
45,47,4,1,0,47,15,13,0.0,1.0,-0.0,0,47,0.39815
45,48,4,1,0,48,16,18,0.0,1.0,-0.0,0,48,0.39815
45,49,4,1,0,49,6,18,0.0,1.0,0.0,0,49,0.39815
45,50,5,1,0,50,6,15,0.0,1.0,-0.0,0,50,0.39815
45,51,5,1,0,51,17,6,0.0,1.0,-0.0,0,51,0.39815
45,52,5,1,0,52,7,11,0.0,1.0,0.0,0,52,0.39815
45,53,5,1,0,53,21,15,0.0,1.0,0.0,0,53,0.39815
45,54,5,1,0,54,8,14,0.0,1.0,-0.0,0,54,0.39815
45,55,5,1,0,55,23,10,0.0,1.0,-0.0,0,55,0.39815
45,56,5,1,0,56,6,22,0.0,1.0,-0.0,0,56,0.39815
45,57,5,1,0,57,5,21,0.0,1.0,0.0,0,57,0.39815
45,58,5,1,0,58,5,16,0.0,1.0,-0.055644,0,58,0.39815
45,59,5,1,0,59,4,11,0.0,1.0,0.0,0,59,0.39815
45,60,6,1,0,60,4,22,0.0,0.9961,0.0,0,60,0.39815
45,61,6,1,0,61,12,15,0.0,1.0,-0.0,0,61,0.39815
45,62,6,0,1,86,4,15,0.0,1.0,-0.044304,1,86,0.39815
45,63,6,1,0,63,2,19,0.0,1.0,0.0,0,63,0.39815
45,64,6,1,0,64,2,17,0.0,1.0,0.0,0,64,0.39815
45,65,6,0,1,69,12,10,0.0,1.0,0.0,1,69,0.39815
45,66,6,1,0,66,4,20,0.0,0.9961,-0.0,0,66,0.39815
